id,sensor_id,distance,altura_cm,nome,endereco,email_responsavel,threshold_percent,fill_percent,created_at
158,Lixeira-A3,27.78,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,57.91,2026-01-07 13:00:00+00
159,Lixeira-A3,26.51,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,59.83,2026-01-07 17:00:00+00
160,Lixeira-A3,26.51,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,59.83,2026-01-07 21:00:00+00
161,Lixeira-A3,25.48,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,61.39,2026-01-08 01:00:00+00
162,Lixeira-A3,24.96,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,62.19,2026-01-08 05:00:00+00
163,Lixeira-A3,24.01,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,63.62,2026-01-08 09:00:00+00
164,Lixeira-A3,21.32,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,67.7,2026-01-08 13:00:00+00
165,Lixeira-A3,20.32,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,69.21,2026-01-08 17:00:00+00
166,Lixeira-A3,20.06,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,69.61,2026-01-08 21:00:00+00
167,Lixeira-A3,19.01,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,71.2,2026-01-09 01:00:00+00
168,Lixeira-A3,17.3,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,73.79,2026-01-09 05:00:00+00
169,Lixeira-A3,17.3,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,73.79,2026-01-09 09:00:00+00
170,Lixeira-A3,16.02,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,75.73,2026-01-09 13:00:00+00
171,Lixeira-A3,14.11,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,78.62,2026-01-09 17:00:00+00
172,Lixeira-A3,14.11,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,78.62,2026-01-09 21:00:00+00
173,Lixeira-A3,12.57,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,80.96,2026-01-10 01:00:00+00
174,Lixeira-A3,12.57,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,80.96,2026-01-10 05:00:00+00
175,Lixeira-A3,9.41,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,85.75,2026-01-10 09:00:00+00
176,Lixeira-A3,9.41,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,85.75,2026-01-10 13:00:00+00
177,Lixeira-A3,6.18,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,90.63,2026-01-10 17:00:00+00
178,Lixeira-A3,6.18,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,90.63,2026-01-10 21:00:00+00
179,Lixeira-A3,6.18,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,90.63,2026-01-11 01:00:00+00
180,Lixeira-A3,5.17,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,92.17,2026-01-11 05:00:00+00
